,Working Capital to Total Assets,Liability to Equity,Gross Profit to Sales,Net Income to Total Assets,Equity to Liability,Current Liability to Current Assets,Cash Flow to Equity,Equity to Long-term Liability,Current Liability to Equity,Current Liability to Liability,Fixed Assets to Assets,Cash Flow to Sales,Total expense/Assets,Total income/Total expense,Retained Earnings to Total Assets,Long-term Liability to Current Assets,Current Liabilities/Equity,Working Capital/Equity,Current Liabilities/Liability,Inventory/Current Liability,Inventory/Working Capital,Current Liability to Assets,Cash/Current Liability,Cash/Total Assets,Current Assets/Total Assets,Bankrupt?
10,0.75120434292108,0.278356431683457,0.614021192921905,0.814110614307489,0.0365716913238882,0.0471663480130232,0.31456920860107396,0.120942626541559,0.327484654084158,0.283194069051107,0.225490748514615,0.671572321509715,0.0288024007502241,0.00233765664888031,0.9428289562085441,0.0641265281527166,0.327484654084158,0.7319589677612149,0.283194069051107,0.00673504108983773,0.28510070562976697,0.0320868027606662,0.00033589646243965696,0.00205683623704281,0.101745230207494,0
11,0.769113889446861,0.27789208179276603,0.6237092034338411,0.804886952966321,0.0403810196995266,0.0337116016801524,0.31479134454901003,0.116458578430907,0.3280420007402439,0.47102843031230607,0.328376158606439,0.671574375431665,0.0569522804331302,0.00225675154920725,0.93295521516369,0.0178464059959841,0.3280420007402439,0.733045299018059,0.47102843031230607,0.00864993976029573,0.277598529321833,0.0479948129460321,0.00225373548783384,0.0205422288308614,0.21894263608666503,0
12,0.7600002218092451,0.28111338386404605,0.6081254443614971,0.803260160615522,0.0252817202305257,0.0435139896178212,0.312178873471104,0.116955694935558,0.33111421499375204,0.6245063511464329,0.283665961816029,0.671563028896451,0.0289815649541968,0.0022730499396006,0.930139634781563,0.00951317986049855,0.33111421499375204,0.73268161569497,0.6245063511464329,0.00691606626839736,0.27890841516118103,0.0956718995297444,0.0032200408294524602,0.0582180014761003,0.340940212589294,0
13,0.7919096265076441,0.27851775295952397,0.600577557889821,0.794157852517078,0.0354641087749807,0.0289016723593667,0.31647736119293296,0.113571080191011,0.329035251137398,0.607048583488929,0.412271983710146,0.6715797574186709,0.0244835563399058,0.00221747957009723,0.9307632026774109,0.00478661906124709,0.329035251137398,0.734591204579447,0.607048583488929,0.00941366168540578,0.277413791453685,0.0691661659638453,0.00566364317876992,0.0741698566235507,0.371121251102901,0
14,0.8023909191169208,0.27766768513615997,0.604682899860406,0.8197153573061361,0.0426464252172529,0.0155531326728028,0.311871814463061,0.119471450608925,0.327227478764221,0.28061102753466605,0.57759008455658,0.6715549105620929,0.0119415074643122,0.00256982247070675,0.94025165752662,0.0226820286711224,0.327227478764221,0.7349956694766091,0.28061102753466605,0.0139167657412173,0.277183957759265,0.027638023218933997,0.0040087963146452,0.021194016958275,0.274142529035476,0
15,0.7919906610319001,0.278123542773057,0.621768957574094,0.815418713855725,0.0383537473633107,0.0258128487067077,0.31455526166601,0.118419700253211,0.328300316444762,0.500719749338075,0.26144632645713,0.671572248325966,0.0553818953293584,0.0022899932067994397,0.9335409104637021,0.0163230488730028,0.328300316444762,0.7344951488654959,0.500719749338075,0.0102946982437176,0.27734538037164597,0.0533853563563156,0.000371907946876298,0.0037668242316719297,0.32002300329121103,0
16,0.7520322184538192,0.276517862314948,0.606524037213732,0.810421134587852,0.0629402296529157,0.0462912301964762,0.314486884003787,0.11368240536206697,0.327470954255664,0.576942580296762,0.17699224178061299,0.671569399403339,0.0076786087302244295,0.00255177144961046,0.942018218547371,0.0174691601196355,0.327470954255664,0.7319937247036469,0.576942580296762,0.00433423283126095,0.279968047464102,0.0387616550386571,0.00716491359085682,0.0528667007517992,0.126506170778473,0
17,0.816363501604604,0.27718977845397197,0.6184516959606421,0.8266420412017621,0.0488219275181613,0.0181566375652698,0.3141739947153,0.11598298755792999,0.32778667138463796,0.52277308137069,0.212349965170013,0.6715701748887389,0.0400184855275817,0.00236095053824264,0.948858906532939,0.0102426745166861,0.32778667138463796,0.7356306204710309,0.52277308137069,0.0165386276180905,0.277289061138294,0.0446373780123085,0.00163933572660889,0.013907170944156,0.38052003139438795,0
18,0.766580251219532,0.28083865487666604,0.598344963815982,0.8062639145939221,0.0259532229881063,0.0400836626660674,0.31469339385921996,0.12229051868160101,0.330593494077527,0.5827047210603671,0.588536991728379,0.6715725566615699,0.0200027998283443,0.00231804533609953,0.9350092819845051,0.0184786263384258,0.330593494077527,0.7331852511451981,0.5827047210603671,0.007098870050023021,0.278048745688201,0.0874131414741735,0.000774571408123442,0.0128012850229898,0.33806768067336607,0
19,0.809073201243094,0.277138798973532,0.636255941104293,0.802551849429409,0.0496224552784151,0.0219368610613265,0.31577523252895395,0.11181639783386901,0.328140542219584,0.6538275924778411,0.45305547666358204,0.671578991854033,0.0872959625304909,0.00224285848331432,0.9335639709134421,0.00177222791731559,0.328140542219584,0.735200727551333,0.6538275924778411,0.013225565351337,0.277320828369948,0.0547715959620629,0.00900016597961799,0.0935031388966463,0.386907211402535,0
20,0.7891532480254692,0.27798794018391304,0.622177190502606,0.80463901213129,0.0395070046859079,0.0109407284049022,0.31234026005367405,0.11093323366346801,0.326672008418766,0.112001615603015,0.312307507929358,0.6715471589037361,0.0235294828509088,0.0022930475348322,0.939765139730377,0.0,0.326672008418766,0.734286173823141,0.112001615603015,0.00994823162870815,0.27706779925743397,0.0125482805799749,0.0130333306319023,0.0319240864779537,0.17666736515589498,0
21,0.847345861558187,0.27820802545900103,0.607441437204051,0.8140118827058042,0.0376800863548014,0.0186129431781689,0.32021646325346304,0.11093323366346801,0.32892445889367794,0.635653532394906,0.282147476190727,0.671591772460397,0.03349037767726899,0.00232207575906572,0.9379208048693621,0.0,0.32892445889367794,0.7379893586302709,0.635653532394906,0.007445389963867741,0.277122025311063,0.0685261041035546,0.0107444011582479,0.13941321503792903,0.571438389706849,0
22,0.764144883469675,0.28127420443142,0.618933170888902,0.8089764271961841,0.0249146049780394,0.0403947838257492,0.314851096793112,0.124068109116945,0.33023501800171,0.49786056951762697,0.6434536054044201,0.6715732801076899,0.0567865521129865,0.0022691302633415697,0.9362238018317321,0.0234307439275479,0.33023501800171,0.7330297304768449,0.49786056951762697,0.00485895678894044,0.27774438531305606,0.0776394903553029,0.00260548988830754,0.038272302580135004,0.297345665999025,0
23,0.7340303665325479,0.28713433702492697,0.6095079702912499,0.7981036292603231,0.0180051246099532,0.0552426750998399,0.31624387078951394,0.12259032134787598,0.33739869562646596,0.7347135790427559,0.44612495011706,0.671578886579623,0.0230569804778184,0.00224593499565071,0.9385612334943501,0.0102876909592216,0.33739869562646596,0.729973923053778,0.7347135790427559,0.0015866514008089,0.27657466419251303,0.148790999132943,0.007405720681827459,0.207866389543797,0.419117901368043,0
24,0.745811316274545,0.287405943036028,0.6029515076755021,0.803444645412305,0.0178392006258175,0.0501706511809911,0.314705798271828,0.126350472891858,0.337432936145491,0.720920345125636,0.5291258958138311,0.671572528279559,0.0288464702634791,0.00227434410280406,0.9338835620622429,0.0123261709166218,0.337432936145491,0.7313557196685458,0.720920345125636,0.00421582895343324,0.27325548534808,0.147142954808218,0.000643437731795568,0.017860838627217,0.456763728267354,0
25,0.752991982324317,0.281294868361888,0.61176057498546,0.772908884661082,0.0248687285439358,0.0455039195364612,0.314837672817268,0.12443710182508301,0.328518642443675,0.280213728559056,0.37546628365781504,0.67157505108263,0.0298788242134928,0.0020982674894285,0.9237427460159521,0.0468582224978654,0.328518642443675,0.7321188637837621,0.280213728559056,0.00555103706046898,0.279715690767742,0.0446516334281012,0.00176214842516455,0.0149537656982419,0.149192509106294,0
26,0.746912099549146,0.27778065156698,0.6265433799755129,0.8129736441327758,0.0414649657362741,0.0514813759696364,0.31418510013775797,0.11363768727117099,0.328713957177203,0.669032963521133,0.6360996573060501,0.6715701191066671,0.0531008179927038,0.00228470851458546,0.942045500965593,0.009797086101792259,0.328713957177203,0.7316983899150721,0.669032963521133,0.0018043577395338,0.276034241456299,0.0660732030729706,0.00207815495390009,0.026006422332886,0.19675906356146,0
27,0.839002274859763,0.27570445805242105,0.609732634895143,0.830176405307051,0.10484236501328999,0.0133933066151283,0.31395350902672303,0.11093323366346801,0.327333227352661,0.9366146413206039,0.517946678186839,0.6715690212345821,0.021203558945478002,0.00250564668545045,0.943096297038018,0.0,0.327333227352661,0.7360945294545229,0.9366146413206039,0.0221415146711402,0.27724448666827695,0.0383733508227971,0.0145500592102375,0.10629600428011,0.442775457181807,0
28,0.8194444664476881,0.277664420394596,0.60202703572325,0.8121002854895178,0.0426818998997697,0.018802183379403,0.312596553353164,0.114779314152081,0.328054100588709,0.5116065562514329,0.353769066082734,0.6715606301762961,0.0209511938674771,0.00236162951648122,0.93768584755713,0.00693293836884217,0.328054100588709,0.736007060562927,0.5116065562514329,0.0195472796094856,0.277367591072672,0.049464084101821994,0.000850942995496602,0.00799122892103666,0.407488216861785,0
29,0.7037302562100061,0.293599485101659,0.599110128995664,0.7504308392468729,0.0153485951260125,0.0658158530780964,0.30971616841572697,0.113571113350474,0.34619823102173003,0.8652157484897299,0.282042669898768,0.671566921816088,0.0530895531056673,0.00208350375743525,0.908947697741883,0.0015541133461602,0.34619823102173003,0.724531115070391,0.8652157484897299,0.00413912788778578,0.27648618621268395,0.198285095189837,0.00022117400767553502,0.0082664170023762,0.4696798014669461,1
30,0.673325140693406,0.297038120702888,0.599983643746719,0.787081562191271,0.0145615712801164,0.124882710179452,0.316005968085055,0.130978632532992,0.342348547915856,0.586269036860146,0.669737403553366,0.671576937499325,0.0224017065989479,0.0021623785052417802,0.8684607172966992,0.027677718850612,0.342348547915856,0.718087877347825,0.586269036860146,0.00246944591895207,0.276849112615976,0.141036557645787,0.000415664176521318,0.0110609135539858,0.17222452466907598,1
31,0.697045111263781,0.290364861431961,0.618863898106974,0.79602266635259,0.0164039309117358,0.0826660718934626,0.314250137656779,0.114574875634682,0.338921755786056,0.660830814686344,0.37804002246187396,0.671571509319801,0.0553442033972537,0.0022301739014708,0.9083301788918678,0.00422752515923679,0.338921755786056,0.7245439768115841,0.660830814686344,0.00178965259088285,0.276840068047078,0.14446475567676098,0.000846473841129945,0.0230705196812938,0.269992608454684,0
32,0.7854272011098791,0.27911082323605196,0.6011691052473461,0.8141021444053,0.032085740779711006,0.0334418320781055,0.31405105179471504,0.11643112682290599,0.330020694282541,0.708765824004924,0.240775845864877,0.671570986736649,0.0261244867493224,0.00234864172501693,0.9374735398116508,0.008583599960190029,0.330020694282541,0.7343004442212829,0.708765824004924,0.0045581961150968206,0.277295020375345,0.0880275110524175,0.000386363506549937,0.00643003610474995,0.408880088990863,0
33,0.79989075144347,0.276555323824668,0.603473884875947,0.80292347799953,0.0618866031430268,0.0256903594101168,0.31297814783796096,0.11093323366346801,0.32828850844728,0.928238938394873,0.304841377324887,0.6715639699389631,0.0297976827489511,0.0022699393484603802,0.937101764402904,0.0,0.32828850844728,0.734506996524468,0.928238938394873,0.0038812585096370898,0.27711314674332105,0.0629852318661099,0.009212857044915541,0.109941900294968,0.38013116792164897,0
34,0.826180808370658,0.279572351510817,0.599106614743203,0.8030657442962621,0.030023557479194003,0.0270097755019044,0.314609647089436,0.11385819656976,0.33108795778050104,0.821980677710272,0.246535178369813,0.671572354227774,0.0407011091686816,0.0022598186387234,0.9347303365470859,0.0028954007971214303,0.33108795778050104,0.737300793483967,0.821980677710272,0.0074194482452691,0.27726976874138104,0.10797314107718901,0.000472724686056154,0.00964027820672155,0.6226323021004829,0
35,0.753131106606647,0.279473637867886,0.6142772142456789,0.811257383194871,0.0304312341396866,0.0435699727474226,0.314567046272955,0.126893762046851,0.327391339331141,0.19713350912948802,0.21821711953680606,0.671572303810039,0.0302372731356502,0.00231642969864085,0.9382337887016401,0.10167904671990101,0.327391339331141,0.7321000992899491,0.19713350912948802,0.00603242217326094,0.27868313678034495,0.0268249264151524,0.00035414488923644,0.0018181743170278802,0.0916433790929991,0
36,0.7520310739326791,0.280673194902107,0.622697744958895,0.7843848788438471,0.0263873568742709,0.047146167625873,0.31590955045551694,0.123413097115044,0.329514477258723,0.44934259319985903,0.309750772641902,0.671582871410684,0.0444451323185891,0.00218551181206258,0.927407108748788,0.0315335463618526,0.329514477258723,0.732034174262065,0.44934259319985903,0.00727560228919309,0.28560686783635897,0.0668864003846082,0.00273542844656118,0.0346499478819115,0.218097184329813,0
37,0.7846585937864821,0.281334802107135,0.607041508023932,0.797743521000021,0.0247808782299554,0.0307111162442824,0.31304716469347305,0.121453012625326,0.32968539124906104,0.424410306505427,0.36253421101548605,0.6715657425836571,0.0268856659256116,0.00224136817060936,0.9305394981512529,0.016531425239152,0.32968539124906104,0.73471852097034,0.424410306505427,0.00952708978686252,0.277494883753394,0.0667898989263249,0.00332867121923867,0.042104212625443005,0.336908310622664,0
38,0.821157203852451,0.277940275905438,0.600876397485943,0.7981738975446129,0.0399351699683356,0.0153036136264216,0.313142716152654,0.11614076414463301,0.32761918693001596,0.355819644436988,0.408581394140755,0.671566550794411,0.0227111969609883,0.0022467070579001,0.932102119442917,0.00995653716120635,0.32761918693001596,0.7362293997264101,0.355819644436988,0.0194257717749564,0.277259970528342,0.0369109392508691,0.00784619167605141,0.0551630215497877,0.372859121752647,0
39,0.8009665502822549,0.277247090635208,0.5984402765002189,0.801371569744629,0.0479599415621359,0.0173900130803097,0.314751486526515,0.117170462328494,0.32733316903414506,0.363594537774716,0.5522580804349421,0.671573637630687,0.0141524170936235,0.00229543100400174,0.9343633181559939,0.0168205741253573,0.32733316903414506,0.734779649388866,0.363594537774716,0.00897036197191122,0.27713416281821,0.0318425331061389,0.00418502258892861,0.0254344315057528,0.28263508320596803,0
40,0.773200225769305,0.27923595032558696,0.625326634759901,0.815731085142529,0.0314853592017782,0.0342822550940703,0.314643583924854,0.12113408458519502,0.32891815615763004,0.487333299815206,0.290158934232348,0.671572664727754,0.0533865438419626,0.0022932374027364102,0.932853037736966,0.0228518396585358,0.32891815615763004,0.7334827486402858,0.487333299815206,0.007689290474103459,0.27756136731467196,0.0620319590749032,0.000360167388132935,0.0042335068496626395,0.279577582374563,0
41,0.7465859217824871,0.276802951199344,0.604409972173803,0.811426300758598,0.0558577815894778,0.0529894926808951,0.31493661889607805,0.113433973775324,0.32789545088857597,0.663763741298912,0.14159093364354,0.6715855543945071,0.00931191153788367,0.00251378478340373,0.9421002882620371,0.0137246049020913,0.32789545088857597,0.7317021941567409,0.663763741298912,0.00321635987118255,0.275815177007774,0.0497893575217391,0.00576747094393156,0.054515238146904996,0.142535793554366,0
42,0.801107924987208,0.27753151182203994,0.6181778094812099,0.8135677602678371,0.044195080866647994,0.0250410417826297,0.316789254030858,0.11501546832886803,0.328464925276516,0.656217026557395,0.182692607961917,0.6715857375610671,0.04263375186928299,0.00230053655316229,0.9454298659764271,0.00802027622420691,0.328464925276516,0.734876803345782,0.656217026557395,0.0114147835724283,0.27736037407213,0.0611603796876062,0.0042850393958995606,0.0496652613597867,0.37863207298248003,0
43,0.7515693146855709,0.28056875220496397,0.600343193075672,0.8162565919307271,0.0266739564583317,0.0478205708628628,0.315083273296536,0.11823311985958801,0.3313666273415,0.719487797883057,0.5331045461740029,0.6715734018435551,0.0182407389014661,0.0024201032692739302,0.9384963808901701,0.0120501666287036,0.3313666273415,0.7319974455858891,0.719487797883057,0.0066197739048239395,0.29436530008223,0.10497492647833301,0.000935597338160925,0.0185521711493699,0.340455975605362,0
44,0.795926540409327,0.27773751387073103,0.635717637521845,0.807572628836292,0.0419058133611854,0.0279892214352708,0.31453187781672803,0.11214010021267601,0.328860865184663,0.718722702104581,0.446059811121231,0.671572121561289,0.0848793239216107,0.00225333045305852,0.9351800584199691,0.00225862555644184,0.328860865184663,0.7346314029083951,0.718722702104581,0.00926605411974908,0.27737469099162204,0.0702180366525852,0.00637964171463476,0.084808266089528,0.38921296813699496,0
45,0.775479414244298,0.27788476334177903,0.624317900960279,0.8066665376503008,0.0404498967794885,0.0137880446389998,0.313063986907841,0.11093323366346801,0.326604641989515,0.0986327118684636,0.308787396718694,0.6715549699559329,0.0234604461974946,0.00230799235090291,0.940555139941672,0.0,0.326604641989515,0.733431041642857,0.0986327118684636,0.009008054167505159,0.277089003952783,0.0109471347671599,0.00374609335784217,0.008047887185138129,0.121528692745422,0
46,0.8553045126118008,0.27815423573771897,0.608863791952954,0.813580403299354,0.0381052124741259,0.0175679084788069,0.314538153172955,0.11093323366346801,0.328875992726653,0.634136151032032,0.262170882467821,0.67157220873659,0.0437922609862891,0.0022987181352657603,0.9376698991472711,0.0,0.328875992726653,0.7384537246008441,0.634136151032032,0.0049893844975482105,0.27706487305282296,0.0676770771328813,0.0104250347043708,0.13360493953661998,0.59773092643888,0
47,0.764547579743336,0.280887572960498,0.620940726614139,0.8099000257936421,0.0258293052472918,0.0406862953931031,0.31566611103534303,0.12134448553650301,0.33041634719285196,0.554221508131067,0.626178519118108,0.671576197962936,0.05832785673116599,0.0022707990141987897,0.937543556605271,0.0179079946382758,0.33041634719285196,0.733028923811299,0.554221508131067,0.0050513337176799795,0.277811069328758,0.083577916623914,0.00325137589923628,0.0513904535216174,0.31815589319950605,0
48,0.736628546483472,0.288724026813852,0.610202119580001,0.799841684452634,0.0171251373185928,0.0537930903249886,0.302722318690653,0.124274553544142,0.33882037721832103,0.7339572968160408,0.424469763532501,0.6715223742143871,0.0225617309021248,0.00225944211061135,0.939119704270878,0.010178969917791,0.33882037721832103,0.730144408184004,0.7339572968160408,0.00147499555808554,0.27651531840033194,0.154735300008426,0.0034215819092878303,0.0998626798716401,0.447963129590616,0
49,0.741778104049764,0.28572376957870504,0.604564300127776,0.8026379508123779,0.0189981101778913,0.0517833863733011,0.313410109325631,0.121763041212354,0.33657243032659595,0.768376915091489,0.561131281739441,0.671569910269329,0.0300030875201421,0.00226804015233988,0.9329661882312299,0.0096736935365059,0.33657243032659595,0.730963512523526,0.768376915091489,0.0036498044690120397,0.275231457383667,0.148863536116538,0.00030764684268562404,0.008639336634286291,0.44764168072236205,0
50,0.732740420864456,0.281981864383029,0.619402912424155,0.788125640198415,0.0234913559928311,0.0711731712247925,0.314498719284906,0.12316328887576401,0.32958470774727,0.373856584722936,0.371978607127706,0.671571665624403,0.028967960582601,0.00218384179000717,0.921157400283521,0.0455951060292169,0.32958470774727,0.730386435487684,0.373856584722936,0.00315163486059182,0.27666720917308396,0.0618289177429289,0.00121104173084583,0.0141886825126497,0.13119468706484,0
51,0.7399148371501991,0.277759438570488,0.626413325536878,0.8113288975240709,0.0416802088287315,0.0575078520985313,0.315043261253887,0.111971750154829,0.32902891351683194,0.758933046487443,0.5956357114535611,0.6715751148878061,0.0492990795614105,0.00228323424771684,0.9417524142612141,0.0037385485980368795,0.32902891351683194,0.731279326204388,0.758933046487443,0.00126855102171765,0.276724585569708,0.074449813238745,0.00238378628454734,0.033585920598102996,0.198492061545837,0
52,0.820765492112848,0.276193025495972,0.60928766198247,0.8128264292119258,0.0742659977019555,0.019789517257016002,0.315678315057695,0.11093323366346801,0.327938302723523,0.9617937288095879,0.43169660313850894,0.671578675251663,0.0249837990341245,0.00234534028782311,0.9374104542693991,0.0,0.327938302723523,0.7354454775459179,0.9617937288095879,0.0103872518804945,0.27720191524997195,0.0548984950163309,0.011028813959626998,0.114842024278821,0.430009878639128,0
53,0.797277117284822,0.277868818728457,0.6035863157309,0.809661362707912,0.040601053664945,0.0270168068643629,0.314658901981875,0.11252324372156801,0.328758198764507,0.66162686513041,0.241062115289368,0.671572916168311,0.0157044320013342,0.00237909509225752,0.936300904686825,0.00298701853842271,0.328758198764507,0.7347502287589909,0.66162686513041,0.0122751600368742,0.27746305974576696,0.06661781401401501,0.000701191531456946,0.00884665005883448,0.38241900517238603,0
54,0.7151235092775251,0.290903713986462,0.5969464663175811,0.777094466430958,0.016198908768845,0.0864583230327093,0.314457556771541,0.149144335077586,0.33430130240624106,0.401236466197162,0.40224774588371204,0.6715716335693431,0.0159791601066171,0.00202851608294925,0.9208824884976329,0.0727176486067898,0.33430130240624106,0.726919902678065,0.401236466197162,0.00407425515407881,0.27668593796969804,0.0897984427763058,0.000327498553908685,0.005559437919781279,0.157963759995475,1
55,0.662359962531727,0.30000545075485696,0.597393770990777,0.7919822449709009,0.0140542158838411,0.094806220340148,0.314676264328323,0.120854331627658,0.35168052469052696,0.822406324182718,0.25943793314364,0.671572437743741,0.0201951921597034,0.00219644070683991,0.912825940285011,0.00660152924087575,0.35168052469052696,0.7145054999214029,0.822406324182718,0.00208010736329301,0.276842240836512,0.20189413777934398,0.000534160766089453,0.0203268528471915,0.33038764093529904,1
56,0.692375034126226,0.18279035888834902,0.601857114845964,0.525650952071236,0.0091781695678396,0.06528574912897,0.24044998954666602,0.0258510850561139,0.241052683507238,0.754574342123096,0.22281496175077597,0.6715909674838051,0.203706253423267,0.00200327285924868,0.841966378156722,0.0117061524797009,0.241052683507238,0.7625521849654441,0.754574342123096,0.00119631628574923,0.27683035719344395,0.252297962603889,0.00443735957777984,0.21091521209314398,0.6041273391306651,1
57,0.6762797362236661,0.29422214206968,0.595993935982145,0.7465859969461469,0.0151855464385118,0.0833577878116932,0.308228077995286,0.11093323366346801,0.34670701349498695,0.8587967699291301,0.37442236753423797,0.671563686421168,0.0688995098464597,0.0021075675049579,0.915031112372524,0.0,0.34670701349498695,0.71990960290141,0.8587967699291301,0.0037822859379357202,0.27669329488707395,0.198480137642744,0.00133454307531198,0.0499277199767246,0.370091194017219,1
58,0.7238550403679459,0.289105073092302,0.6180837463842309,0.797585081424739,0.016943025449825,0.0657727093260039,0.314207596730591,0.12126629463181801,0.335577644897603,0.5269830805542449,0.42955589356018,0.6715714448268231,0.0569160807107071,0.00223485581831843,0.9035444939041171,0.0129459703302182,0.335577644897603,0.728449407796885,0.5269830805542449,0.00233507466011718,0.27669867265313597,0.112883313219938,0.00142119382849009,0.0302946099444129,0.26502479618631797,0
59,0.76716290958081,0.280854626942298,0.600737020401365,0.8047055307493279,0.0259125471297279,0.0415688514618489,0.315029069975886,0.11632344717229,0.331966207011872,0.7662594691911752,0.26766135506657196,0.671573234355809,0.0283363488858249,0.00228274301589017,0.936347816602325,0.0069421924961547,0.331966207011872,0.733232935175571,0.7662594691911752,0.00771543121796008,0.27844838901886,0.114493576486944,0.000741400590496564,0.0160284161240692,0.428389144326805,0
60,0.8206790318025451,0.27586936929823996,0.604632490664371,0.797389746747958,0.09171005431236601,0.0157941813421729,0.314636996619914,0.11093323366346801,0.327359399333021,0.82266495938889,0.302931735402645,0.671572694671548,0.031677940455667006,0.0022377300800243104,0.942043663814981,0.0,0.327359399333021,0.7353005245077209,0.82266495938889,0.00639961229325823,0.27707319721187895,0.0384017725889593,0.0135622955112566,0.0991523407279837,0.375968547994507,0
